popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre,multiple_artists,tempo_cat
0,197576,False,0.651,0.244,G,-11.925,major,0.0544,0.856,0.00165,0.0895,0.395,149.759,3,indie,FALSE,Allegro
63,204360,False,0.716,0.934,D#/Eb,-2.431,major,0.0448,0.0561,7.33e-6,0.147,0.749,99.983,4,hip-hop,FALSE,Andante
21,156160,False,0.627,0.333,C,-6.952,major,0.04,0.93,0.00352,0.123,0.679,103.32,4,guitar,FALSE,Andante
64,127203,False,0.779,0.587,G,-8.131,major,0.0721,0.33,3.85e-6,0.0792,0.908,199.956,4,children,FALSE,Presto
24,237680,False,0.213,0.762,A,-5.402,major,0.0424,0.236,0.179,0.331,0.674,166.454,3,garage,FALSE,Allegro
0,221733,False,0.536,0.399,A#/Bb,-7.579,major,0.0319,0.307,3.27e-4,0.105,0.476,81.371,4,brazil,FALSE,Andante
51,288440,False,0.759,0.795,D#/Eb,-8.713,major,0.062,0.0356,1.12e-5,0.0678,0.877,130.803,4,piano,FALSE,Allegro
21,55955,False,0.305,0.998,F,-4.325,minor,0.107,8e-5,0.603,0.383,0.0286,98.95,4,grindcore,FALSE,Andante
49,175203,False,0.681,0.926,F#/Gb,-3.459,major,0.0345,0.0704,0,0.101,0.832,137.952,4,sertanejo,FALSE,Allegro
44,233000,False,0.493,0.264,G#/Ab,-14.717,major,0.0406,0.98,0.913,0.104,0.11,135.469,3,new-age,FALSE,Allegro
5,91785,False,0.734,0.417,F#/Gb,-12.659,major,0.0618,0.0124,0.721,0.495,0.527,90.96,4,study,FALSE,Andante
16,119000,False,0.654,0.668,E,-7.228,minor,0.0364,0.427,0.887,0.108,0.315,174.061,3,study,FALSE,Vivace
17,120440,False,0.259,0.79,A#/Bb,-8.066,minor,0.0375,8.96e-4,0.89,0.115,0.0614,152.502,4,black-metal,FALSE,Allegro
54,229161,False,0.465,0.635,A,-4.484,minor,0.0454,0.161,0,0.276,0.236,154.904,4,happy,FALSE,Allegro
65,291812,True,0.589,0.797,A,-5.464,major,0.15,0.0289,4.35e-6,0.383,0.232,102.489,4,metal,FALSE,Andante
9,302057,False,0.799,0.95,G#/Ab,-9.907,major,0.042,7.61e-4,0.951,0.0883,0.8,120.026,4,detroit-techno,FALSE,Allegro
30,160266,False,0.599,0.378,G#/Ab,-6.326,minor,0.0346,0.686,2.41e-6,0.451,0.674,117.649,4,rock-n-roll,FALSE,Moderato
7,253133,False,0.715,0.953,C#/Db,-4.343,major,0.0517,0.0164,0.921,0.31,0.55,130.596,4,detroit-techno,FALSE,Allegro
23,228608,False,0.62,0.585,D,-9.549,major,0.0248,0.218,0.00978,0.108,0.831,104.859,4,bluegrass,FALSE,Andante
23,60090,False,0.713,0.839,F,-5.305,major,0.234,0.0109,0,0.428,0.883,136.141,4,kids,FALSE,Allegro
39,169120,False,0.323,0.631,E,-4.293,minor,0.0372,0.546,0.0205,0.349,0.374,111.187,3,ska,FALSE,Moderato
54,248360,False,0.538,0.25,A#/Bb,-11.732,major,0.0277,0.572,0,0.109,0.1,140.051,4,world-music,FALSE,Allegro
28,196853,False,0.469,0.5,F,-8.767,major,0.0294,0.355,2.69e-6,0.306,0.619,105.141,4,rock-n-roll,FALSE,Andante
70,214620,False,0.499,0.709,A#/Bb,-6.404,major,0.134,0.296,0,0.331,0.314,164.032,4,k-pop,FALSE,Allegro
26,96099,False,0.513,0.887,F,-6.425,major,0.695,0.794,0,0.974,0.34,79.836,3,comedy,FALSE,Andante
13,147600,False,0.286,0.183,G,-14.12,major,0.0346,0.823,4.38e-5,0.177,0.602,203.127,4,honky-tonk,FALSE,Prestissimo
0,239486,False,0.0887,0.0135,A,-22.827,minor,0.311,1.21e-5,0.631,0.306,1e-5,88.665,4,sleep,FALSE,Andante
55,218013,False,0.519,0.85,F#/Gb,-4.678,minor,0.0354,2.46e-4,0.014,0.279,0.211,132.022,4,grunge,FALSE,Allegro
46,180706,False,0.618,0.643,E,-4.086,major,0.0297,0.569,0,0.443,0.722,128.992,4,club,FALSE,Allegro
62,85333,False,0.475,0.083,C,-28.071,major,0.0361,0.831,0.817,0.117,0.0362,54.528,4,anime,FALSE,Lento/Largo
6,265693,False,0.208,0.424,A,-10.021,minor,0.0336,0.781,0.00931,0.153,0.284,107.697,4,romance,FALSE,Andante
39,226586,False,0.631,0.548,G,-8.886,major,0.0275,0.81,0.0193,0.272,0.622,108.004,4,bluegrass,FALSE,Moderato
11,142301,False,0.522,0.328,D,-8.066,major,0.0763,0.969,0,0.891,0.896,166.416,4,honky-tonk,FALSE,Allegro
61,198453,False,0.259,0.289,D,-10.491,major,0.0285,0.14,0,0.162,0.246,80.326,4,disco,FALSE,Andante
11,221374,False,0.727,0.255,F#/Gb,-10.953,minor,0.037,0.424,0,0.0885,0.629,125.743,4,kids,FALSE,Allegro
31,243692,True,0.795,0.597,F,-9.068,minor,0.0464,0.0303,1.34e-4,0.0994,0.262,129.958,4,spanish,FALSE,Allegro
57,154087,False,0.837,0.306,D,-11.615,major,0.0719,0.387,0,0.0656,0.963,190.125,4,children,FALSE,Presto
33,269440,False,0.359,0.869,A,-3.689,major,0.0415,2.45e-4,0.488,0.101,0.274,202.085,4,heavy-metal,FALSE,Prestissimo
49,183560,False,0.205,0.331,G#/Ab,-9.265,major,0.0302,0.822,6.95e-4,0.0891,0.113,179.982,4,grunge,FALSE,Presto
49,194760,False,0.726,0.919,G#/Ab,-13.836,major,0.045,1.43e-4,0.709,0.0795,0.332,120.952,4,breakbeat,FALSE,Allegro
0,139373,False,0.0872,0.373,A,-16.347,minor,0.0592,0.787,0.98,0.111,0.033,81.172,4,german,FALSE,Andante
50,259813,False,0.422,0.819,D,-7.698,major,0.051,4.84e-4,0.0412,0.185,0.598,139.784,4,garage,FALSE,Allegro
38,115136,False,0.17,0.0722,C,-22.991,major,0.0416,0.905,0.705,0.104,0.0608,115.062,5,disney,FALSE,Moderato
26,234351,False,0.406,0.606,A#/Bb,-9.121,minor,0.0345,0.718,0.00204,0.171,0.615,134.746,4,psych-rock,FALSE,Allegro
63,166032,True,0.446,0.407,F,-3.056,major,0.031,0.718,0,0.0732,0.141,81.041,4,emo,FALSE,Andante
42,186202,False,0.216,0.618,C,-7.173,major,0.0312,0.0481,0,0.799,0.301,188.799,3,emo,FALSE,Presto
0,520000,True,0.293,0.902,B,-6.538,major,0.0564,5.66e-4,0.712,0.446,0.278,104.193,4,hard-rock,FALSE,Andante
27,352816,False,0.537,0.863,A#/Bb,-8.065,minor,0.029,6.54e-4,0.00106,0.162,0.29,128.971,4,industrial,FALSE,Allegro
41,273466,False,0.348,0.497,G#/Ab,-6.496,major,0.0328,0.783,0,0.0643,0.207,136.309,4,cantopop,FALSE,Allegro
23,186626,False,0.456,0.124,A,-17.432,major,0.065,0.93,2.05e-6,0.11,0.192,133.647,4,guitar,FALSE,Allegro
49,255053,False,0.294,0.109,A,-20.238,minor,0.0375,0.981,0.858,0.0888,0.0517,74.349,3,ambient,FALSE,Adagio
22,550426,False,0.756,0.536,D#/Eb,-13.248,minor,0.0891,0.0529,4.65e-4,0.105,0.846,120.189,4,chicago-house,FALSE,Allegro
24,134746,False,0.493,0.324,G,-11.312,major,0.0641,0.466,0.692,0.114,0.199,108.172,4,disney,FALSE,Moderato
27,61066,False,0.752,0.944,F,-5.518,major,0.0601,0.274,0,0.139,0.681,96.007,4,malay,TRUE,Andante
23,262694,False,0.564,0.572,D,-6.132,major,0.0326,0.104,0,0.127,0.752,131.083,4,power-pop,FALSE,Allegro
45,173093,False,0.677,0.405,C,-11.368,major,0.0302,0.706,0,0.297,0.706,112.262,4,honky-tonk,FALSE,Moderato
0,60053,False,0.169,0.697,C#/Db,-3.646,minor,0.0592,0.133,0.818,0.359,0.29,106.117,3,iranian,FALSE,Andante
9,371401,False,0.9,0.88,C#/Db,-4.48,major,0.325,0.0952,0.872,0.102,0.25,135.073,4,detroit-techno,FALSE,Allegro
8,344810,False,0.715,0.935,B,-6.65,minor,0.0328,1.41e-5,0.876,0.33,0.933,128.104,4,chicago-house,FALSE,Allegro
7,322826,False,0.724,0.509,C#/Db,-13.02,major,0.0489,0.0104,0.86,0.128,0.341,134.026,4,detroit-techno,FALSE,Allegro
22,306752,False,0.679,0.0299,C,-26.44,major,0.0462,0.991,0.917,0.112,0.171,80.064,4,disney,FALSE,Andante
6,344420,False,0.668,0.535,C,-10.127,major,0.0571,1.5e-4,0.71,0.0941,0.566,123.01,4,chicago-house,FALSE,Allegro
47,119003,False,0.805,0.619,E,-7.224,major,0.0636,0.782,0,0.769,0.961,174.111,4,british,FALSE,Vivace
76,252346,False,0.656,0.877,C,-3.231,minor,0.0342,0.345,0,0.349,0.894,105.018,4,salsa,FALSE,Andante
34,250280,False,0.623,0.826,F,-5.206,major,0.0293,0.0052,1.11e-5,0.357,0.462,121.988,4,groove,FALSE,Allegro
61,305613,False,0.237,0.543,G,-8.921,major,0.0372,0.838,3.86e-6,0.0961,0.316,73.896,4,indian,TRUE,Adagio
11,180853,False,0.545,0.233,D,-14.857,major,0.0259,0.397,0,0.335,0.35,83.929,3,honky-tonk,FALSE,Andante
57,263483,False,0.0631,0.255,D,-14.752,major,0.04,0.66,0.459,0.0617,0.0371,50.696,3,german,TRUE,Lento/Largo
26,159813,False,0.826,0.736,C#/Db,-7.822,major,0.356,0.289,0,0.12,0.693,139.854,4,dancehall,FALSE,Allegro
0,162191,False,0.33,0.43,E,-6.675,minor,0.0282,0.948,4.11e-6,0.11,0.33,93.218,4,romance,FALSE,Andante
57,92917,False,0.332,0.107,E,-23.231,minor,0.0399,0.795,0.854,0.108,0.128,179.117,4,anime,FALSE,Presto
15,174600,False,0.398,0.107,D,-13.435,major,0.0318,0.886,0,0.152,0.433,105.575,3,honky-tonk,TRUE,Andante
34,32169,False,0.625,0.523,F,-9.239,major,0.83,0.137,0,0.108,0.881,142.099,5,progressive-house,FALSE,Allegro
19,185213,False,0.388,0.112,A,-18.812,minor,0.0338,0.952,0.909,0.0856,0.196,69.44,4,new-age,FALSE,Adagio
4,270937,False,0.603,0.783,F#/Gb,-6.012,major,0.0486,0.131,4.16e-5,0.234,0.703,127.981,4,indian,FALSE,Allegro
39,207960,False,0.735,0.68,D,-5.004,major,0.058,0.717,0,0.0648,0.433,152.066,4,forro,FALSE,Allegro
30,275200,False,0.553,0.855,C#/Db,-3.74,major,0.0456,5.25e-5,0.0468,0.0769,0.202,125.005,4,heavy-metal,FALSE,Allegro
18,278600,False,0.18,0.0938,F,-20.759,major,0.0354,0.93,0.89,0.122,0.0342,111.236,5,disney,FALSE,Moderato
11,132600,False,0.653,0.19,A#/Bb,-14.308,major,0.0315,0.784,2.68e-5,0.0948,0.448,78.431,4,honky-tonk,TRUE,Andante
31,283120,False,0.378,0.59,F#/Gb,-4.376,minor,0.0267,0.0031,4.8e-5,0.0884,0.471,74.622,4,heavy-metal,FALSE,Adagio
12,138800,False,0.818,0.572,C,-5.376,major,0.143,0.0164,0,0.296,0.414,136.018,4,chicago-house,FALSE,Allegro
18,366823,False,0.432,0.894,D#/Eb,-7.934,minor,0.0666,9.8e-5,0.777,0.112,0.0954,115.1,4,black-metal,FALSE,Moderato
22,87200,False,0.378,0.0126,C,-31.024,minor,0.0396,0.966,0.85,0.109,0.068,80.452,4,disney,FALSE,Andante
36,110000,False,0.682,0.726,D,-6.2,major,0.0298,0.101,8.41e-5,0.101,0.832,99.988,4,children,FALSE,Andante
15,178266,False,0.485,0.192,G,-15.762,major,0.0571,0.947,0,0.109,0.418,137.418,3,honky-tonk,FALSE,Allegro
12,183200,False,0.199,0.998,F#/Gb,-4.425,minor,0.162,2.6e-5,0.00682,0.0419,0.038,107.331,4,grindcore,FALSE,Andante
65,153133,False,0.451,0.889,E,-3.838,major,0.0379,0.312,0.8,0.558,0.592,145.056,4,garage,FALSE,Allegro
67,177477,False,0.459,0.206,C,-9.694,major,0.0282,0.673,0,0.294,0.354,160.072,4,children,FALSE,Allegro
5,385973,False,0.803,0.559,G,-10.442,major,0.0582,1.64e-4,0.694,0.215,0.466,122.006,4,detroit-techno,FALSE,Allegro
36,193653,False,0.394,0.92,D,-6.537,major,0.0397,7.33e-4,3.85e-6,0.638,0.436,112.325,4,hard-rock,FALSE,Moderato
28,179306,False,0.39,0.661,G,-9.916,minor,0.0321,0.61,0.726,0.298,0.205,123.257,4,afrobeat,FALSE,Allegro
9,174500,False,0.869,0.538,A,-6.345,major,0.102,0.0611,2.32e-5,0.15,0.918,140.026,4,kids,FALSE,Allegro
41,100075,False,0.557,0.949,F,-3.456,minor,0.126,0.0946,5.88e-4,0.377,0.773,115.013,4,forro,FALSE,Moderato
5,357337,False,0.698,0.899,F#/Gb,-6.693,major,0.0826,0.156,0.892,0.118,0.721,198.713,4,chicago-house,FALSE,Presto
9,121943,False,0.735,0.354,G#/Ab,-9.891,major,0.12,0.0709,0.863,0.0811,0.583,87.006,4,study,FALSE,Andante
38,310380,False,0.344,0.458,G,-6.649,major,0.0285,0.00343,0.158,0.0747,0.0647,87.959,4,power-pop,FALSE,Andante
53,214946,True,0.428,0.986,C,-1.759,minor,0.151,0.00124,6.41e-5,0.515,0.25,138.038,4,metalcore,FALSE,Allegro
69,152480,True,0.719,0.265,D,-12.782,major,0.0754,0.296,0.0865,0.108,0.273,80.021,4,chill,FALSE,Andante
37,222040,False,0.651,0.852,D,-4.399,major,0.0444,0.0934,0.00198,0.117,0.88,149.931,4,ska,FALSE,Allegro
35,155960,False,0.698,0.673,F,-6.328,minor,0.0295,0.0908,2.93e-6,0.701,0.599,101.082,4,children,FALSE,Andante
32,275973,False,0.503,0.731,B,-6.113,major,0.0303,0.526,0.0015,0.12,0.746,115.934,4,bluegrass,FALSE,Moderato
63,186018,False,0.659,0.803,C,-6.632,major,0.0558,0.0745,1.16e-6,0.251,0.339,121.085,4,swedish,FALSE,Allegro
63,170720,False,0.626,0.512,C#/Db,-9.15,minor,0.0247,0.155,4.65e-5,0.215,0.73,92.225,4,british,FALSE,Andante
21,248661,False,0.68,0.154,G#/Ab,-20.01,major,0.0407,0.975,0.824,0.114,0.149,120.076,4,disney,FALSE,Allegro
54,257493,False,0.467,0.968,D,-3.991,major,0.0877,9.16e-6,0.757,0.331,0.354,160.17,4,industrial,FALSE,Allegro
23,73727,True,0.454,0.854,D#/Eb,-6.592,major,0.541,0.659,0,0.808,0.636,88.656,5,comedy,FALSE,Andante
37,217887,False,0.319,0.0275,C,-29.284,minor,0.0366,0.987,0.883,0.119,0.12,64.055,4,piano,FALSE,Larghetto
53,185952,False,0.862,0.366,C,-12.04,major,0.0464,0.676,1.1e-4,0.0813,0.929,109.986,4,children,FALSE,Moderato
67,210760,False,0.664,0.88,D,-5.009,minor,0.0326,0.465,1.63e-5,0.0591,0.895,133.898,4,piano,FALSE,Allegro
69,202406,False,0.665,0.628,D,-6.297,major,0.026,0.00502,2.02e-5,0.0947,0.551,121.979,4,edm,FALSE,Allegro
46,194680,False,0.735,0.716,F,-5.426,minor,0.0299,0.436,0,0.924,0.426,108.99,4,sertanejo,FALSE,Moderato
7,153733,False,0.737,0.217,D#/Eb,-11.683,major,0.0313,0.77,1.62e-4,0.115,0.291,111.444,4,kids,FALSE,Moderato
19,137807,False,0.864,0.351,C#/Db,-7.731,minor,0.209,0.639,0.656,0.108,0.459,130.017,4,study,FALSE,Allegro
43,263174,False,0.446,0.481,B,-4.407,major,0.0279,0.491,0,0.119,0.208,127.494,4,brazil,FALSE,Allegro
46,302904,False,0.589,0.942,A,-4.058,minor,0.109,0.0016,4.32e-6,0.218,0.301,133.034,4,industrial,FALSE,Allegro
41,182050,True,0.806,0.873,C#/Db,-4.787,major,0.243,0.00872,0,0.0897,0.705,140.031,4,country,FALSE,Allegro
20,168293,False,0.469,0.0549,G,-23.264,major,0.0286,0.932,0.00594,0.112,0.136,85.971,4,disney,FALSE,Andante
0,147226,False,0.606,0.124,D#/Eb,-16.744,minor,0.0557,0.995,0.0867,0.0986,0.452,113.227,3,romance,FALSE,Moderato
45,202795,False,0.675,0.553,A,-4.014,major,0.0345,0.427,0,0.705,0.428,148.939,4,sertanejo,FALSE,Allegro
0,146093,False,0.695,0.494,A,-11.419,major,0.058,0.31,0,0.0888,0.816,127.382,4,psych-rock,FALSE,Allegro
0,169946,False,0.43,0.326,C,-7.804,minor,0.0406,0.995,0.225,0.386,0.28,100.892,4,romance,FALSE,Andante
14,305906,False,0.486,0.55,B,-8.223,major,0.0256,0.315,5.02e-4,0.285,0.177,98.915,4,synth-pop,FALSE,Andante
32,262013,False,0.587,0.726,E,-4.345,major,0.0301,0.372,7.44e-4,0.12,0.527,92.03,4,malay,FALSE,Andante
5,324959,False,0.803,0.727,F,-9.13,major,0.0821,5.78e-4,0.867,0.0747,0.256,127.007,4,detroit-techno,FALSE,Allegro
28,301240,False,0.461,0.812,C#/Db,-4.028,major,0.0439,0.737,1.2e-6,0.0797,0.798,176.017,4,salsa,FALSE,Presto
22,31933,False,0.583,0.35,G,-14.93,major,0.442,0.798,0,0.392,0.685,129.895,4,show-tunes,FALSE,Allegro
40,300960,False,0.499,0.541,G,-9.046,major,0.0308,0.028,9.37e-4,0.19,0.317,146.939,3,punk,FALSE,Allegro
38,132799,False,0.527,0.777,G#/Ab,-4.971,major,0.0394,0.181,0,0.113,0.923,133.912,4,j-pop,FALSE,Allegro
54,206645,False,0.752,0.43,A#/Bb,-10.072,major,0.259,0.455,0,0.567,0.564,119.892,4,children,FALSE,Moderato
42,220159,False,0.695,0.357,F,-10.272,major,0.0379,0.427,0,0.0975,0.22,116.983,4,synth-pop,FALSE,Moderato
18,130759,False,0.655,0.477,A,-5.411,major,0.0588,0.987,3.73e-5,0.117,0.569,122.732,4,tango,FALSE,Allegro
14,115826,False,0.614,0.192,D,-12.976,major,0.0308,0.883,0,0.605,0.406,124.258,3,honky-tonk,FALSE,Allegro
25,225453,False,0.544,0.825,F,-8.257,minor,0.0463,0.205,0.0933,0.373,0.0366,128.048,4,breakbeat,FALSE,Allegro
47,253600,False,0.561,0.487,F,-13.121,minor,0.0736,0.523,0,0.0802,0.524,147.468,4,pagode,FALSE,Allegro
44,292670,False,0.791,0.858,G#/Ab,-9.45,major,0.072,0.114,0.0923,0.0781,0.872,125.791,4,brazil,FALSE,Allegro
12,273933,False,0.754,0.867,G#/Ab,-6.718,minor,0.0482,0.00225,0.535,0.0689,0.573,104.757,4,idm,FALSE,Andante
14,150515,False,0.601,0.814,B,-4.402,minor,0.0498,7.22e-4,0.432,0.512,0.329,175.014,4,happy,FALSE,Vivace
21,165600,False,0.699,0.757,B,-4.022,minor,0.396,0.0789,0,0.114,0.625,133.34,5,j-dance,FALSE,Allegro
37,153053,False,0.651,0.365,F,-11.88,minor,0.0326,0.941,7.27e-5,0.177,0.843,112.498,4,guitar,FALSE,Moderato
31,188872,False,0.223,0.901,C,-4.64,major,0.0592,7.01e-4,2.79e-5,0.633,0.571,133.804,4,garage,FALSE,Allegro
41,177534,False,0.49,0.288,C,-9.643,major,0.0289,0.833,2.52e-6,0.161,0.218,145.804,3,gospel,FALSE,Allegro
21,280173,False,0.532,0.475,D,-8.383,major,0.166,0.886,0,0.791,0.344,90.289,4,tango,FALSE,Andante
39,244866,False,0.552,0.89,E,-6.24,minor,0.061,0.0647,0,0.831,0.456,90.034,4,ska,FALSE,Andante
38,293826,False,0.446,0.579,A,-9.173,major,0.0434,0.768,0,0.609,0.549,155.284,4,samba,FALSE,Allegro
53,271120,False,0.448,0.951,D,-3.391,minor,0.0522,0.00247,0,0.0862,0.581,161.974,3,goth,FALSE,Allegro
47,240266,False,0.368,0.681,E,-6.451,major,0.0689,0.0645,0,0.0666,0.185,125.071,4,world-music,FALSE,Allegro
65,192596,False,0.716,0.906,D,-3.539,major,0.0719,0.00424,0,0.0547,0.763,101.029,4,k-pop,FALSE,Andante
29,160306,False,0.583,0.709,C#/Db,-3.985,major,0.0654,0.00348,0,0.25,0.534,75.066,4,children,FALSE,Adagio
9,155573,False,0.527,0.148,F,-11.987,major,0.0285,0.923,0,0.137,0.224,94.207,4,honky-tonk,TRUE,Andante
32,235178,False,0.498,0.0939,D#/Eb,-16.324,major,0.0402,0.992,0.859,0.11,0.134,77.636,4,new-age,FALSE,Andante
60,180133,False,0.567,0.745,G#/Ab,-5.423,major,0.0264,0.402,0,0.0873,0.903,125.575,4,psych-rock,FALSE,Allegro
87,260173,False,0.588,0.521,A#/Bb,-9.461,major,0.0329,0.0678,0.149,0.123,0.337,85.012,4,alt-rock,FALSE,Andante
50,246133,False,0.683,0.899,F,-4.181,major,0.0323,0.0143,3.59e-5,0.0371,0.87,112.042,4,forro,FALSE,Moderato
8,88000,False,0.487,0.293,E,-15.577,minor,0.165,0.983,0.00676,0.13,0.691,147.531,3,idm,FALSE,Allegro
7,424520,False,0.8,0.864,F#/Gb,-12.815,major,0.0639,0.00106,0.91,0.0717,0.35,124.999,4,detroit-techno,FALSE,Allegro
21,195253,False,0.587,0.701,D,-4.95,major,0.0384,0.508,0.0377,0.0971,0.566,141.934,4,j-idol,FALSE,Allegro
53,123165,False,0.638,0.358,D,-6.668,major,0.0572,0.804,0,0.0993,0.385,98.981,4,british,FALSE,Andante
77,195776,True,0.765,0.373,G#/Ab,-9.921,major,0.0713,0.341,0.525,0.112,0.554,85.016,4,electro,FALSE,Andante
13,178306,False,0.497,0.418,G,-10.352,major,0.106,0.741,0,0.0996,0.808,71.943,4,honky-tonk,FALSE,Adagio
40,208373,False,0.438,0.979,D,-6.131,major,0.0912,0.00108,2.63e-5,0.0836,0.692,176.127,4,hard-rock,FALSE,Presto
60,224218,False,0.541,0.823,F#/Gb,-4.734,minor,0.055,0.0073,1.82e-5,0.251,0.553,143.037,4,anime,FALSE,Allegro
37,311360,False,0.464,0.573,G,-10.407,major,0.0392,0.85,6.81e-4,0.542,0.558,90.987,4,samba,FALSE,Andante
24,257693,False,0.521,0.756,A,-6.114,minor,0.0871,0.0272,9.33e-6,0.114,0.136,132.028,4,party,FALSE,Allegro
0,216735,True,0.611,0.801,B,-5.894,minor,0.0733,0.00119,0.513,0.23,0.408,96.875,3,alt-rock,FALSE,Andante
26,219680,False,0.628,0.517,G,-8.98,minor,0.0254,0.282,2.04e-5,0.207,0.334,82.192,4,j-idol,FALSE,Andante
52,356800,False,0.197,0.977,F,-5.63,minor,0.0693,9.78e-5,0.694,0.18,0.0819,157.221,4,death-metal,FALSE,Allegro
36,122053,False,0.502,0.316,G,-9.428,major,0.0678,0.764,0,0.86,0.258,99.198,4,samba,FALSE,Andante
19,138693,False,0.706,0.295,G,-11.261,minor,0.261,0.983,0,0.247,0.607,129.245,5,tango,FALSE,Allegro
93,240400,False,0.612,0.807,A#/Bb,-2.81,major,0.0336,0.0495,0.0177,0.101,0.398,124.053,4,alt-rock,FALSE,Allegro
25,282760,True,0.692,0.643,A,-7.102,major,0.0627,0.549,0,0.245,0.8,135.947,4,comedy,FALSE,Allegro
22,125718,False,0.137,0.0401,F,-22.457,major,0.0402,0.441,0.844,0.109,0.0351,141.095,1,british,FALSE,Allegro
72,234514,False,0.503,0.665,G,-6.302,minor,0.0801,0.124,1.55e-4,0.175,0.597,174.974,3,hip-hop,FALSE,Vivace
45,182453,False,0.589,0.34,C,-16.974,major,0.105,0.986,0.874,0.139,0.11,74.373,4,new-age,FALSE,Adagio
38,228986,False,0.532,0.23,E,-13.153,major,0.0314,0.81,0,0.107,0.267,124.822,4,world-music,FALSE,Allegro
43,75232,False,0.687,0.872,A,-4.436,major,0.361,0.305,0,0.355,0.831,130.987,4,children,FALSE,Allegro
54,435884,False,0.12,0.313,D,-16.93,minor,0.0351,0.549,0.882,0.096,0.0416,94.943,4,german,FALSE,Andante
37,183773,False,0.654,0.41,D,-6.411,major,0.0259,0.513,0,0.123,0.483,87.382,4,german,FALSE,Andante
49,402493,False,0.375,0.888,C,-5.946,major,0.0447,2.39e-4,0.00708,0.0942,0.191,66.751,4,death-metal,FALSE,Adagio
10,270986,False,0.547,0.455,G,-9.859,major,0.0259,0.216,1.2e-4,0.0815,0.456,77.47,4,honky-tonk,FALSE,Andante
20,268000,False,0.483,0.934,G,-3.768,minor,0.0679,0.0101,1.32e-5,0.149,0.54,160.162,4,cantopop,FALSE,Allegro
18,272626,False,0.592,0.781,F,-4.773,major,0.0294,0.0036,0,0.32,0.289,127.994,4,j-idol,FALSE,Allegro
28,139624,False,0.628,0.476,D,-8.174,major,0.0512,0.665,0.00273,0.0576,0.645,90.314,4,rock-n-roll,FALSE,Andante
57,85123,False,0.557,0.338,F,-9.892,major,0.0257,0.134,0.00184,0.14,0.689,140.935,4,emo,FALSE,Allegro
26,171986,False,0.706,0.321,A,-14.134,minor,0.0365,0.818,4.67e-5,0.0952,0.46,118.662,4,psych-rock,FALSE,Moderato
47,261778,False,0.55,0.668,B,-7.993,major,0.0444,0.738,0,0.518,0.72,151.895,4,pagode,FALSE,Allegro
39,347720,False,0.672,0.757,A#/Bb,-6.471,major,0.162,0.147,0,0.339,0.712,141.96,4,goth,FALSE,Allegro
55,95070,True,0.729,0.653,G#/Ab,-4.601,major,0.105,0.00463,1.27e-6,0.471,0.35,92.573,4,industrial,FALSE,Andante
23,176493,False,0.108,0.29,C#/Db,-14.76,major,0.0504,0.611,0.911,0.049,0.0394,166.161,3,disney,FALSE,Allegro
40,299306,False,0.6,0.696,D,-8.66,major,0.0472,0.654,0,0.856,0.749,96.242,4,samba,FALSE,Andante
12,360266,False,0.474,0.77,B,-9.584,major,0.0347,0.507,0.947,0.0779,0.361,87.382,4,idm,FALSE,Andante
42,284680,False,0.697,0.974,B,-3.067,minor,0.0499,0.178,0.00726,0.32,0.878,116.986,4,electronic,FALSE,Moderato
65,244573,False,0.357,0.549,B,-7.843,minor,0.0698,7.98e-4,0.00485,0.22,0.531,130.749,4,grunge,FALSE,Allegro
22,41308,False,0.949,0.558,D#/Eb,-7.613,major,0.0593,0.719,0,0.0845,0.85,99.994,4,children,FALSE,Andante
21,230306,False,0.699,0.739,A#/Bb,-6.256,minor,0.0641,0.00428,3.65e-6,0.076,0.429,175.979,4,afrobeat,FALSE,Vivace
6,388693,False,0.796,0.606,G,-14.969,major,0.0518,0.00398,0.0919,0.049,0.531,121.895,4,chicago-house,FALSE,Allegro
38,163013,False,0.636,0.77,C#/Db,-8.002,major,0.125,0.72,0,0.978,0.864,114.323,4,samba,FALSE,Moderato
72,145746,False,0.49,0.715,G,-5.549,major,0.0476,0.386,0,0.311,0.866,130.726,4,british,FALSE,Allegro
25,193045,False,0.123,0.063,A#/Bb,-23.789,major,0.038,0.904,0.899,0.305,0.0382,64.587,3,german,TRUE,Larghetto
20,407333,False,0.626,0.998,G#/Ab,-9.571,minor,0.0484,0.0474,0.124,0.344,0.323,119.893,4,industrial,FALSE,Moderato
1,92000,False,0.622,0.369,C,-11.734,major,0.048,0.906,0.305,0.044,0.584,125.855,4,classical,TRUE,Allegro
58,230933,False,0.568,0.907,F,-4.641,minor,0.0488,0.00115,0,0.0982,0.337,112.037,4,grunge,FALSE,Moderato
47,191893,False,0.541,0.64,B,-9.203,minor,0.0494,0.624,0,0.49,0.639,93.049,4,pagode,FALSE,Andante
28,184615,False,0.753,0.483,G,-7.635,minor,0.0857,0.68,0.805,0.115,0.104,78.012,4,study,FALSE,Andante
48,147598,False,0.786,0.525,B,-7.373,major,0.13,0.14,0,0.199,0.686,130.077,4,brazil,FALSE,Allegro
69,222666,False,0.595,0.636,F,-5.981,minor,0.0312,9.45e-5,0.0529,0.196,0.147,112.008,4,alt-rock,FALSE,Moderato
